layover and facilities,,,,,
Centenary Bridge upgrade ⁴,304,"298,500","126,443","65,000","107,057"
"Chermside Bus Layover, Gympie Road and",302,"17,480","5,772","7,425","4,283"
"Murphy Road intersection, construct bus",,,,,
facilities,,,,,
"Chermside bus stop, construct southbound",302,"16,536","5,042","7,002","4,492"
platform,,,,,
"Cleveland - Redland Bay Road, Anita Street",301,"80,000","2,351","10,289","67,360"
"to Giles Road, duplicate lanes ¹³",,,,,
"Cleveland - Redland Bay Road, Anita Street",301,"84,311","52,259","27,198","4,855"
"to Magnolia Parade, duplicate to four lanes",,,,,
"Gateway Motorway, Bracken Ridge to Pine",302,"1,000,000","40,453","55,000","904,547"
River upgrade ¹⁴,,,,,
"Gympie Arterial Road, Telegraph Road to",302,"15,000",574,"2,026","12,400"
"Strathpine Road, improve drainage",,,,,
"Inner Northern Busway, Roma Street,",305,"12,000","8,000","2,000","2,000"
improve bus station,,,,,
Linkfield Road Overpass upgrade ⁸,302,"176,000","15,965","5,821","154,214"
"Riverview - Moggill Ferry Road, River Road",310,"10,000","1,000","9,000",
"to Brisbane River, improve drainage,",,,,,
pavement stabilisation and strengthening,,,,,
Samford Sub-Arterial Road (Samford Road),304,"10,000","4,600","5,400",
"and Glen Holm Street, upgrade",,,,,
intersection,,,,,
"Veloway 1 (V1) Cycleway, Birdwood Road",303,"36,146",,"3,615","32,532"
"cycle bridge and approaches, construction",,,,,
¹⁵,,,,,
Warrego Highway (Ipswich - Toowoomba),310,"277,000","13,687","2,729","260,584"
and Mount Crosby Road interchange ¹⁴,,,,,
"Warrego Highway (Ipswich - Toowoomba),",310,"85,000",,"25,000","60,000"
"Bremer River Bridge, strengthening ¹⁰",,,,,
,102,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Other construction - Metropolitan District,Various,,,"128,151",Ongoing
(Transport and Main Roads),,,,,
Sub-total Metropolitan,,,,"368,897",
North Coast District,,,,,
Beerburrum to Nambour Rail Upgrade (Stage,316,"1,004,191","166,159","114,977","723,055"
1) ⁸,,,,,
"Bruce Highway (Brisbane - Gympie), Anzac",313,"733,000",,"8,500","724,500"
"Avenue to Uhlmann Road upgrade,",,,,,
funding commitment ¹⁰,,,,,
"Bruce Highway (Brisbane - Gympie), Dohles",314,"290,000","30,165","80,898","178,937"
Rocks Road to Anzac Avenue upgrade,,,,,
(Stage 1) ⁸,,,,,
"Bruce Highway (Brisbane - Gympie),",314,"948,000","36,205","30,000","881,795"
Gateway Motorway to Dohles Rocks Road,,,,,
upgrade (Stage 1) ¹⁴,,,,,
"Bruce Highway (Brisbane - Gympie),",314,"30,000",,"20,000","10,000"
Gateway Motorway to Dohles Rocks Road,,,,,
"upgrade (Stage 2), detailed design ¹⁴",,,,,
"Caboolture - Bribie Island Road, Hickey Road",313,"59,000",12,"1,300","57,689"
"to King Johns Creek, upgrade ²",,,,,
"Caboolture - Bribie Island Road, upgrade",313,"48,230","16,124","3,000","29,106"
program ⁸,,,,,
"Coominya Connection Road, Buaraba Creek,",310,"12,000",640,"3,000","8,360"
replace timber bridge ³,,,,,
"Direct Sunshine Coast Rail Line (Stage 1),",316,"5,500,000","5,000","110,800","5,384,200"
funding commitment ¹⁶,,,,,
"Esk - Kilcoy Road, 2022 Disaster Recovery",310,"13,657","2,180","11,477",
Funding Arrangements reconstruction,,,,,
works ⁴,,,,,
"Eumundi - Noosa Road, Emu Mountain Road",316,"25,000","1,500","14,250","9,250"
"to Beckmans Road, widen existing",,,,,
pavement ⁴,,,,,
Glass House Mountains Road (Steve Irwin,316,"38,000","1,750","15,625","20,625"
"Way), widen existing pavement ⁴",,,,,
"Nicklin Way, Third Avenue extension, new",316,"11,200",553,"2,000","8,647"
intersection ¹⁷,,,,,
"Samford Road, Lomandra Park to Camp",314,"11,133","3,792","3,979","3,362"
"Mountain Road, improve safety",,,,,
"Strathpine - Samford Road, Eatons Crossing",314,"75,200","37,733","32,267","5,200"
Road and Mount Samson Road,,,,,
"intersection, improve safety",,,,,
"Sunshine Motorway, Mooloolah River",316,"176,750","76,477","10,150","90,123"
Interchange Upgrade (Stage 1) ¹⁸,,,,,
,103,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Other construction - North Coast District,Various,,,"209,491",Ongoing
(Transport and Main Roads),,,,,
Sub-total North Coast District,,,,"671,715",
Wide Bay Burnett District,,,,,
"Booral Road and Boundary Road (Urangan),",319,"27,000","2,526","1,905","22,569"
upgrade intersection ³,,,,,
"Bruce Highway (Cooroy to Curra) Section D,",319,"1,162,000","969,392","110,608","82,000"
construction ⁴,,,,,
"Bruce Highway (Gympie - Maryborough),",319,"336,000","16,013","5,600","314,387"
"Tiaro Bypass, construct bypass ¹⁴",,,,,
"D'Aguilar Highway (Yarraman - Kingaroy),",319,"23,910","21,033",383,"2,495"
"Alexander Lane to Bunya Highway,",,,,,
improve safety,,,,,
"D'Aguilar Highway (Yarraman - Kingaroy),",319,"11,500","4,802","1,698","5,000"
"Bushnell Road to Homley Road,",,,,,
strengthen and widen pavement,,,,,
"Isis Highway (Bundaberg - Childers), various",319,"41,943","8,056","8,000","25,887"
"locations, improve safety",,,,,
Maryborough - Hervey Bay Road and Pialba -,319,"55,353",785,"8,195","46,373"
"Burrum Heads Road, upgrade intersection",,,,,
¹,,,,,
"Maryborough - Hervey Bay Road, upgrade",319,"10,000",100,"9,900",
various intersections and improve safety ⁴,,,,,
"Monto - Mount Perry Road (Stage 3),",319,"27,000","5,250","10,875","10,875"
upgrade to sealed standard ⁴,,,,,
"Pialba - Burrum Heads Road, O'Regan",319,"28,950","1,400",800,"26,750"
"Creek, upgrade existing floodway ¹⁵",,,,,
Other construction - Wide Bay Burnett District,319,,,"105,466",Ongoing
(Transport and Main Roads),,,,,
Sub-total Wide Bay Burnett District,,,,"263,429",
Darling Downs District,,,,,
"Bowenville - Norwin Road, 2022 Disaster",307,"33,437","1,916","26,912","4,610"
Recovery Funding Arrangements,,,,,
reconstruction works ⁴,,,,,
"Cunningham Highway (Ipswich - Warwick),",307,"15,350",749,"8,494","6,108"
"Tregony to Maryvale, improve safety ⁸",,,,,
"Cunningham Highway (Warwick - Inglewood),",307,"16,885",870,"4,500","11,515"
improve safety,,,,,
"Gatton - Helidon Road, improve safety ⁴",317,"34,107","3,752","16,791","13,564"
"Gatton - Helidon Road, Stage 2, undertake",317,"32,991",569,"16,211","16,211"
safety treatments on high speed sections ⁴,,,,,
,104,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"Gore Highway (Millmerran - Goondiwindi),",307,"52,400","29,473","13,577","9,350"
"Wyaga Creek, upgrade floodway ⁴",,,,,
Gore Highway (Toowoomba - Millmerran) and,307,"23,359",814,"2,550","19,994"
"Toowoomba - Athol Road, improve safety",,,,,
¹⁵,,,,,
"Leichhardt Highway (Miles - Goondiwindi),",307,"11,846","1,478","3,839","6,529"
2022 Disaster Recovery Funding,,,,,
Arrangements reconstruction works ⁴,,,,,
"Mount Sylvia Road, various floodways, 2022",317,"13,807",880,"11,751","1,177"
Disaster Recovery Funding Arrangements,,,,,
reconstruction works ⁴,,,,,
"Toowoomba - Cecil Plains Road, improve",307,"27,031",850,"6,000","20,181"
safety,,,,,
Other construction - Darling Downs District,Various,,,"156,326",Ongoing
(Transport and Main Roads),,,,,
Sub-total Darling Downs District,,,,"266,950",
South West District,,,,,
"Castlereagh Highway (St George - Hebel),",307,"9,914","1,362","7,020","1,532"
2022 Disaster Recovery Funding,,,,,
Arrangements betterment works ⁴,,,,,
"Warrego Highway (Miles - Roma), pavement",307,"30,238",709,"14,765","14,765"
widening and culverts ⁴,,,,,
"Warrego Highway (Mitchell - Morven),",315,"13,803","3,340","5,313","5,150"
rehabilitate pavement,,,,,
Other construction - South West District,Various,,,"35,083",Ongoing
(Transport and Main Roads),,,,,
Sub-total South West District,,,,"62,181",
Fitzroy District,,,,,
"Access to Gladstone Port, improve heavy",308,"125,000",,"2,000","123,000"
"vehicle access, funding commitment ¹⁰",,,,,
"Bruce Highway (Gin Gin - Benaraby), Station",308,"13,800","1,000","6,494","6,306"
"Creek and Boyne River, upgrade bridges ⁴",,,,,
Bruce Highway (Rockhampton - St,308,"37,616","3,851","2,730","31,036"
"Lawrence) and Bolsover Street, upgrade",,,,,
intersection ¹⁰,,,,,
"Bruce Highway, Gladstone to Rockhampton,",308,"250,000","6,600","1,400","242,000"
funding commitment ¹⁹,,,,,
Capricorn Highway (Duaringa - Emerald) and,308,"14,880","1,341","3,000","10,539"
"Gregory Highway (Springsure - Emerald),",,,,,
improve intersection ⁴,,,,,
"Capricorn Highway (Duaringa - Emerald),",308,"24,000","3,000","10,500","10,500"
undertake road safety improvements ⁴,,,,,
,105,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Dawson Developmental Road (Springsure -,308,"25,538",760,"8,090","16,688"
"Tambo), priority upgrades, funding",,,,,
commitment ⁴,,,,,
"Rockhampton - Yeppoon Road, Musgrave",308,"10,200",450,"9,750",
"Street, upgrade cyclist and pedestrian",,,,,
facilities ⁴,,,,,
"Rockhampton - Yeppoon Road, Yeppoon",308,"122,000","56,592","39,500","25,908"
Road upgrade ⁴,,,,,
"Rockhampton Railyards, rail maintenance,",308,"33,400","32,007","1,393",
manufacturing and logistics centre,,,,,
"Rockhampton Railyards Rejuvenation, capital",308,"14,331",,"13,152","1,179"
upgrades,,,,,
Rockhampton Ring Road ⁴,308,"1,730,000","252,081","191,200","1,286,719"
Other construction - Fitzroy District (Transport,308,,,"74,530",Ongoing
and Main Roads),,,,,
Sub-total Fitzroy District,,,,"363,738",
Central West District,,,,,
Capricorn Highway (Emerald - Alpha),315,"45,000",500,"3,000","41,500"
"(Package 2), strengthen and widen",,,,,
"pavement, funding commitment ¹⁹",,,,,
Other construction - Central West District,315,,,"38,981",Ongoing
(Transport and Main Roads),,,,,
Sub-total Central West District,,,,"41,981",
Mackay Whitsunday District,,,,,
"Bruce Highway (Mackay - Proserpine), Palm",312,"13,500","7,873","2,227","3,400"
"Tree and Blackrock Creek bridges,",,,,,
strengthen bridges ⁴,,,,,
"Mackay Port Access, Bruce Highway to",312,"350,000","21,804","8,000","320,196"
Mackay - Slade Point Road (Stage 1) ¹⁰,,,,,
Mackay Ring Road (Stage 1) ²⁰,312,"497,375","426,709","21,446","49,221"
"Peak Downs Highway (Nebo - Mackay),",312,"11,000","1,709","1,000","8,291"
"Kirkup Bridge (Walkerston), replace timber",,,,,
bridge ¹⁵,,,,,
"Peak Downs Highway (Nebo - Mackay),",312,"14,500","2,200","6,150","6,150"
"Walkerston to Racecourse, improve road",,,,,
safety ⁴,,,,,
"Proserpine - Shute Harbour Road, Paluma",312,"39,700","13,669","4,000","22,031"
"Road to Valley Drive (Cannonvale),",,,,,
duplicate to four lanes ¹⁴,,,,,
"Proserpine - Shute Harbour Road, Valley",312,"34,000","5,734","2,713","25,553"
"Drive to Tropic Road (Cannonvale),",,,,,
duplicate to four lanes ³,,,,,
,106,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"Proserpine - Shute Harbour Road, Hamilton",312,"24,000","5,440","2,000","16,560"
"Plains, flood immunity upgrade ⁸",,,,,
Walkerston Bypass ⁴,312,"251,700","160,577","52,320","38,803"
Other construction - Mackay Whitsunday,312,,,"63,804",Ongoing
District (Transport and Main Roads),,,,,
Sub-total Mackay Whitsunday District,,,,"163,659",
Northern District,,,,,
"Burdekin River Bridge, rehabilitation program",318,"96,931","60,891","4,000","32,040"
²¹,,,,,
Garbutt - Upper Ross Road (Riverway Drive),318,"95,000","7,140","15,011","72,849"
"(Stage 2), Allambie Lane to Dunlop Street,",,,,,
duplicate to four lanes ⁸,,,,,
"Garbutt - Upper Ross Road, Halliday Street",318,"43,210",715,"4,339","38,156"
"to Gouldian Avenue, improve safety ³",,,,,
Hervey Range Developmental Road,318,"30,000","19,632","5,184","5,184"
"(Townsville - Battery), various locations,",,,,,
"(Package 1), undertake safety upgrades ⁴",,,,,
"Ross River Road, Mabin Street to Rolfe",318,"19,320","1,167","2,100","16,053"
"Street, improve safety ¹⁵",,,,,
"Townsville Connection Road (Stuart Drive),",318,"99,800","5,757","20,000","74,043"
"Bowen Road Bridge (Idalia), duplicate",,,,,
bridge and approaches,,,,,
"Townsville Connection Road (Stuart Drive),",318,"96,000","27,895","29,550","38,555"
University Road to Bowen Road Bridge,,,,,
"(Idalia), improve safety",,,,,
Other construction - Northern District,318,,,"50,305",Ongoing
(Transport and Main Roads),,,,,
Sub-total Northern District,,,,"130,490",
North West District,,,,,
Burke Developmental Road (Cloncurry -,315,"11,240",100,"4,640","6,500"
"Normanton), various locations, widen",,,,,
pavement,,,,,
Burke Developmental Road (Normanton -,315,"14,574","4,084","8,993","1,498"
"Dimbulah), 2023 Disaster Recovery",,,,,
Funding Arrangements reconstruction,,,,,
works ⁴,,,,,
"Richmond - Winton Road, strengthen and",315,"13,000","8,404","1,861","2,735"
widen pavement ⁴,,,,,
Other construction - North West District,315,,,"62,131",Ongoing
(Transport and Main Roads),,,,,
Sub-total North West District,,,,"77,625",
Far North District,,,,,
,107,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"Bruce Highway (Ingham - Innisfail), Dallachy",306,"18,000","3,419",50,"14,531"
"Road, install floodway ¹",,,,,
"Bruce Highway, Cairns Southern Access",306,"225,000","11,253","1,597","212,150"
"Corridor (Stage 5), Foster Road, funding",,,,,
commitment ¹⁰,,,,,
"Cairns Southern Access Cycleway, construct",306,"41,529","26,119","4,200","11,210"
cycleway ²²,,,,,
"Cairns Western Arterial Road, Redlynch",306,"300,000","26,673","15,000","258,327"
Connector Road to Captain Cook,,,,,
"Highway, funding commitment ²³",,,,,
"Captain Cook Highway, Cairns CBD to",306,"359,000","23,728","2,605","332,667"
"Smithfield, funding commitment ¹⁰",,,,,
"Gillies Range Road, widen pavement and",306,"10,935","6,561","4,374",
install guardrail ⁴,,,,,
Gulf Developmental Road (Georgetown -,315,"12,060",605,"2,000","9,455"
"Mount Garnet) (Package 4), strengthen",,,,,
and widen pavement ¹⁴,,,,,
Kennedy Highway (Cairns - Mareeba) and,306,"15,000","9,000","3,000","3,000"
Kennedy Highway (Mareeba -,,,,,
"Ravenshoe), upgrade intersection ⁴",,,,,
"Kennedy Highway (Cairns - Mareeba),",306,"15,000",200,"6,000","8,800"
"Barron River bridge, preconstruction ²⁴",,,,,
"Kuranda Range Road, safety and resilience",306,"262,500",750,"2,000","259,750"
"upgrades, funding commitment ¹⁹",,,,,
Peninsula Developmental Road (Coen -,315,"131,252","69,967","24,867","36,419"
"Weipa), Archer River Crossing, construct",,,,,
bridge ⁴,,,,,
Peninsula Developmental Road (Laura -,315,"17,641","3,786","8,903","4,952"
"Coen), Yarraden to Three Sisters (Part A),",,,,,
pave and seal ⁴,,,,,
Other construction - Far North District,Various,,,"126,812",Ongoing
(Transport and Main Roads),,,,,
Sub-total Far North District,,,,"201,407",
Statewide District,,,,,
Cooperative and Automated Vehicles (CAV),Various,"45,330","5,762","10,000","29,568"
Project,,,,,
Inland Freight Route (Charters Towers to,Various,"1,000,000","19,135","30,801","950,063"
"Mungindi), funding commitment ²⁵",,,,,
"Installation of Enforcement infrastructure,",Various,"13,244",,"5,244","8,000"
various locations,,,,,
"Local Congestion Busting Program, funding",Various,"100,000",,"3,000","97,000"
commitment ²⁶,,,,,
Logan and Gold Coast Faster Rail ⁸,311,"5,750,155","355,390","500,000","4,894,765"
,108,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"New Generation Rollingstock, Automatic",Various,"275,700","89,599","83,297","102,803"
Train Operation and Platform Screen,,,,,
Doors fitment ²⁷,,,,,
"New Generation Rollingstock, European",Various,"380,484","164,923","104,049","111,512"
"Train Control System fitment, install new",,,,,
signalling ²⁷,,,,,
"New Generation Rollingstock, integration and",Various,"51,600","2,560","25,240","23,800"
ancillary works,,,,,
"Productivity Enhancement Program, funding",Various,"100,000",,"3,000","97,000"
commitment ²⁶,,,,,
Queensland Train Manufacturing Program,319,"4,869,000","771,860","786,000","3,311,140"
"Red Light Enforcement Camera Upgrade,",Various,"23,000",140,"5,610","17,250"
"installation of enforcement infrastructure,",,,,,
funding commitment,,,,,
Transport Corridor Acquisition Fund,Various,,,"45,400",Ongoing
Other construction - Statewide (Transport,Various,,,"165,052",Ongoing
and Main Roads),,,,,
Sub-total Statewide District,,,,"1,766,694",
Other Plant and Equipment,,,,,
Corporate buildings,Various,,,"14,000",Ongoing
Information technology,Various,,,"10,000",Ongoing
Plant and Equipment,Various,,,"33,313",Ongoing
Sub-total Other Plant and Equipment,,,,"57,313",
Customer and Digital Group,,,,,
Asset replacement for Smart Service,Various,,,600,Ongoing
Queensland,,,,,
Sub-total Customer and Digital Group,,,,600,
"Total Property, Plant and Equipment",,,,"6,217,524",
Capital Grants,,,,,
Active Transport Rail Trails,Various,,,"11,460",Ongoing
Black Spot Program,Various,,,"26,463",Ongoing
Cycling Program,Various,,,"44,677",Ongoing
Passenger Transport Accessible Infrastructure,Various,,,"5,195",Ongoing
Program,,,,,
School Bus Upgrade Program,Various,,,"21,586",Ongoing
School Transport Infrastructure Program,Various,"55,036","32,256","6,580","16,200"
Transport Infrastructure Development Scheme,Various,,,"75,950",Ongoing
,109,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Wheelchair accessible taxi sustainability,Various,"20,890","18,890","2,000",
funding,,,,,
Zero Emission Vehicle Action Plan,Various,"55,000","47,500","7,500",
"Beams Road (Carseldine and Fitzgibbon),",302,"235,000","37,598","56,237","141,165"
upgrade rail level crossing ²⁸,,,,,
"Boundary Road (Coopers Plains), upgrade rail",303,"399,000","17,896","63,084","318,020"
"level crossing, funding commitment ²⁹",,,,,
"Lindum rail level crossing, upgrade",301,"40,000","8,750","3,600","27,650"
"signalisation, funding commitment ²⁸",,,,,
"Saraji Road, Phillips Creek, replace bridge ⁴",312,"18,000","1,200","15,800","1,000"
Capital grants - Transport and Roads,Various,,,"337,878",Ongoing
Total Capital Grants,,,,"678,009",
ROADTEK,,,,,
"Property, Plant and Equipment",,,,,
Construction Plant Works,Various,,,"26,000",Ongoing
"Total Property, Plant and Equipment",,,,"26,000",
CITEC,,,,,
"Property, Plant and Equipment",,,,,
Hardware replacement,305,,,"1,022",Ongoing
Right of use lease assets,305,,,"18,699",Ongoing
"Total Property, Plant and Equipment",,,,"19,721",
QUEENSLAND RAIL LIMITED,,,,,
"Property, Plant and Equipment",,,,,
Growth - Externally Led,,,,,
"Clapham Yard Stabling (Moorooka),",303,"532,356","204,779","123,000","204,577"
construct stabling yard ³⁰,,,,,
Station Upgrades Fairfield to Salisbury ³⁰,303,"105,355","58,064","25,680","21,610"
Inner City signalling upgrades ³⁰,Various,"74,739","48,160","13,531","13,048"
Mayne Yard Relocations ³⁰,305,"27,337","17,307","5,190","4,839"
Mayne Yard Accessibility ³⁰,305,"173,411","128,839","28,794","15,779"
"Breakfast Creek Bridge, realign track ³⁰",305,"48,455","32,733","9,188","6,534"
New Generation Rollingstock compatible,Various,"76,900","2,500","26,500","47,900"
stabling yard upgrades,,,,,
Other rail network enhancements,Various,,,"10,226",Ongoing
Other station and network improvements,Various,,,"8,347",Ongoing
Rail station access improvements ³¹,Various,"155,818","65,012","57,906","32,900"
,110,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Signalling Integration Works,Various,"153,259","24,908","61,351","67,000"
Other park 'n' rides,Various,,,"16,939",Ongoing
European Train Control System Signalling,305,"1,318,323","688,555","272,400","357,368"
"Program: Phase 1 (Pilot line, Tunnel, and",,,,,
Sector 1 to Moorooka) ³²,,,,,
Other European Train Control System Level,305,,,"36,393",Ongoing
2 - Inner City,,,,,
Roma Street surface station integration ³³,305,"35,000","10,443","24,557",
Other Rail Growth - External,Various,,,"81,838",Ongoing
Growth - Internally Led,,,,,
Breakfast Creek Bridge Replacement,305,"28,000","3,813","24,187",
"Inner City Rail Corridor, upgrade signalling",Various,"1,500","1,370",130,
and interlocking planning ³⁴,,,,,
"Mount Isa Line, resilience improvements and",315,"50,000","4,914","37,654","7,431"
track renewals,,,,,
Cross River Rail Tunnel Maintenance Plant,Various,"12,050",100,"3,100","8,850"
Station Accessibility Upgrades Other,Various,,,"26,821",Ongoing
"Buranda train station, Arne Street",303,"70,079","26,581","43,448",50
"(Woolloongabba), upgrade station",,,,,
"Lindum train station, Sibley Road, upgrade",301,"62,381","33,774","28,109",497
station,,,,,
"Morningside train station, Waminda Street,",305,"68,025","38,016","29,734",275
upgrade station,,,,,
"Burpengary train station, Burpengary Road,",313,"45,972","31,338","14,584",50
upgrade station,,,,,
"Bundamba train station, Mining Street,",310,"53,745","34,118","19,577",50
upgrade station,,,,,
"Banyo train station, St Vincents Road,",302,"65,656","35,363","30,243",50
upgrade station,,,,,
"Albion train station, Mawarra Street, upgrade",305,"16,840","1,030","1,801","14,010"
station,,,,,
Train Crew Capacity Upgrades,Various,"4,000",350,"3,300",350
Queensland Train Manufacturing Program,309,"246,900",840,"50,186","195,874"
"Enabling works, Ormeau ³⁵",,,,,
Other Rail Growth - Internal,Various,,,"82,457",Ongoing
Regional Network,,,,,
Maintenance of below rail assets - Townsville,Various,,,"21,792",Ongoing
- Mount Isa Rail Line,,,,,
"Rail Network Maintenance Program, North",Various,,,"96,665",Ongoing
"Coast Line, maintain below rail assets",,,,,
,111,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"Rail Network Maintenance Program,",Various,,,"83,789",Ongoing
"Regional network, maintain above rail",,,,,
assets,,,,,
"Rail Network Maintenance Program, West",Various,,,"56,522",Ongoing
"Moreton, maintain below rail assets",,,,,
"Rail Network Maintenance Program, Western",Various,,,"31,962",Ongoing
"region, maintain below rail assets",,,,,
South East Queensland Network,,,,,
"Rail Network Maintenance Program, South",Various,,,"54,650",Ongoing
"East Queensland network, maintain below",,,,,
rail assets,,,,,
"Rail Network Maintenance Program, South",Various,,,"118,081",Ongoing
"East Queensland network, maintain above",,,,,
rail assets,,,,,
Enterprise,,,,,
Enterprise Assets,Various,,,"24,823",Ongoing
Enterprise Other,Various,,,"31,146",Ongoing
Information and Technology,Various,,,"31,446",Ongoing
"Total Property, Plant and Equipment",,,,"1,748,048",
GOLD COAST WATERWAYS AUTHORITY,,,,,
"Property, Plant and Equipment",,,,,
"Boating Infrastructure Program, various",309,,,"2,200",Ongoing
locations,,,,,
"Navigational Access and Safety Program,",309,,,"1,370",Ongoing
"various locations, dredging navigation",,,,,
channels,,,,,
"Plant, equipment and minor works",309,,,"1,900",Ongoing
"Spit Masterplan (Southport), northern end of",309,"26,536","12,541","4,622","9,373"
"Main Beach, implement spit masterplan ³⁶",,,,,
"Total Property, Plant and Equipment",,,,"10,092",
CROSS RIVER RAIL DELIVERY AUTHORITY,,,,,
"Property, Plant and Equipment",,,,,
Cross River Rail,305,"7,669,315","6,648,927","455,322","565,066"
"Total Property, Plant and Equipment",,,,"455,322",
Capital Grants,,,,,
Cross River Rail - third party returnable works,305,"179,159","120,905","58,254",
Total Capital Grants,,,,"58,254",
FAR NORTH QUEENSLAND PORTS CORPORATION LIMITED,,,,,
,112,,,,
Capital Statement 2024–25,,,,,
Transport and Main Roads,,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"Property, Plant and Equipment",,,,,
Cairns Marine Precinct – Common User Facility,306,"360,000","24,050","37,000","298,950"
Cairns shipping development project - fine,306,"110,590","109,840",750,
sediment offset,,,,,
Channel Navigation Improvements,306,"12,000",,"10,000","2,000"
Horn Island Passenger Jetty and Cargo Wharf,315,"11,100","6,000","5,100",
Upgrade,,,,,
Marina Reconfiguration & Expansion,306,"5,890",,"4,500","1,390"
Mourilyan Land Development for Bulk Cargo,306,"5,000",,"2,500","2,500"
"Plant, equipment and minor works",306,,,610,Ongoing
Smith's Creek Cargo Land Consolidation,306,"12,050",50,"3,000","9,000"
Tingira Street Subdivision Development,306,"15,778","5,138","1,450","9,190"
Tingira Street Warehouse/Shops,306,,,"5,000",Ongoing
"Total Property, Plant and Equipment",,,,"69,910",
GLADSTONE PORTS CORPORATION LIMITED,,,,,
"Property, Plant and Equipment",,,,,
Auckland Point 3 projects,308,,,"2,890",Ongoing
Auckland Point Central projects,308,,,300,Ongoing
Barney Point projects,308,,,"2,500",Ongoing
Gladstone Ports Corporation Limited - Northern,308,"116,000","10,000","33,875","72,125"
Land Expansion Project,,,,,
Information systems projects,308,,,"3,025",Ongoing
Marina projects,308,,,950,Ongoing
Marine pilot services projects,308,,,"3,500",Ongoing
"Plant, equipment and minor works",308,,,"2,285",Ongoing
Port Alma projects,308,,,"3,865",Ongoing
Port Services projects,308,,,650,Ongoing
Quarry projects,308,,,"2,200",Ongoing
RG Tanna Coal Terminal Projects,,,,,
Conveyor life extension,308,,,140,Ongoing
"Process control systems, stockpile",308,,,"54,922",Ongoing
management and upgrades,,,,,
Ship loader (SL1) replacement,308,"63,921",,"5,392","58,529"
Right-of-use lease assets,308,,,"5,472",Ongoing
Tug facility projects,308,"1,416",774,,642
"Total Property, Plant and Equipment",,,,"121,966",
,113,,,,
,Capital Statement 2024–25,,,,
,Transport and Main Roads,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
NORTH QUEENSLAND BULK PORTS CORPORATION LIMITED,,,,,
"Property, Plant and Equipment",,,,,
5 Yearly Dredging at Hay Point,312,,,"3,329",Ongoing
Bowen Wharf - planning and designs,312,"4,961",961,"2,000","2,000"
Grain rail loop end of life upgrade,312,"2,000",,"2,000",
Hydrogen trade studies,312,,,250,Ongoing
Louisa Creek Acquisition Program,312,,,"1,052",Ongoing
Marine Offloading Facility Expansion - Stage 1,312,"4,046",46,"2,000","2,000"
Middle Breakwater Fuel Line Supports,312,"6,667",667,"6,000",
Replacement,,,,,
Mulherin Park Improvement,312,,,250,Ongoing
